ACCT_ID,TRANSACTION_TIMESTAMP,TRANSACTION_VALUE,SKU
4606473333311448793,11/5/15 11:34 PM,1.99,1107
2409528526828600918,11/7/15 5:34 PM,3.99,33993
4386347141256512575,11/7/15 10:01 PM,4.99,75961
3119078836990936675,11/10/15 5:38 PM,17.99,35589
2743583450242037171,11/11/15 3:19 AM,59.99,76938
3278922542109571613,11/11/15 7:08 PM,2.99,75073
1349173317026468984,11/14/15 3:24 AM,30.42679,76938
341093061512386477,10/18/15 3:11 PM,10.40779,41725
2190530239918249359,10/20/15 10:28 PM,2.99,58981
1437172892617058885,10/25/15 5:35 PM,1.48508,57112
326125942428376701,10/27/15 12:22 AM,59.99,65256
3289735093385634375,10/26/15 6:49 PM,5.64783,74089
2290521631135411207,10/27/15 5:47 PM,3.49,65676
3468722670796219849,10/30/15 5:07 AM,9.99,73125
2840962063965462836,10/31/15 4:17 AM,1.99,49390
3222692554077270293,11/1/15 9:51 PM,1.99,57112
616392740587818662,11/4/15 2:18 AM,17.99,35589
1848982656739007858,11/9/15 2:36 PM,99.99,76876
4394154494808320018,11/14/15 8:39 PM,16.99,53311
4093889893622945923,10/26/15 2:42 PM,2.99,70588
2177030078978846239,10/23/15 3:10 PM,59.99,71574
4291162137439360364,10/26/15 10:59 PM,4.99,75961
720862502365053003,10/30/15 9:10 PM,19.99,53781
4387147640998939031,11/3/15 1:04 AM,4.99,74475
2150714716219344191,11/4/15 1:25 AM,4.99,72261
1287162605403658861,11/7/15 1:19 AM,79.99,73849
273078209896883850,11/14/15 7:39 PM,7.60099,2427
344822706123554344,10/18/15 6:10 PM,9.99,35514
3495752353059894128,10/18/15 10:29 PM,59.99,34363
3013911038815641032,10/20/15 5:39 PM,19.99,74091
3243939943078647025,10/23/15 5:11 PM,2.25,58438
4400582626178670770,10/25/15 4:50 PM,19.99,61885
3277132766171001058,11/4/15 12:21 AM,7.60099,76486
862540491643686304,11/15/15 3:25 AM,9.99,38140
873574226485276875,10/27/15 11:40 PM,1.99,30411
98378187792335172,10/30/15 1:40 AM,9.99,75961
1554021746156826085,10/30/15 9:43 AM,9.99,35514
3633806983388959070,10/30/15 7:03 PM,14.99,63864
4301302103357604479,11/5/15 8:59 PM,59.99,71577
2598490177825010665,11/8/15 1:12 AM,7.60099,58978
3405654258547625198,11/8/15 2:18 AM,0.99,65262
2479799575380038859,11/9/15 2:40 PM,4.99,74647
3074286973350803169,10/21/15 12:54 AM,0.73881,60442
1598767342356207846,10/25/15 5:22 PM,1.98,1621
4169160718565836832,10/26/15 3:10 AM,14.99,74088
2501887084502043547,10/23/15 10:02 PM,14.99,75133
4118155901301456936,10/24/15 12:47 AM,5.99,62580
2053269572980265124,10/26/15 11:29 PM,19.99,75960
1817489877369238978,10/27/15 6:33 AM,1.99,71923
2877061327998923061,10/28/15 2:26 AM,1.99,5832
1507534435900968993,10/30/15 12:47 AM,9.99,66586
1073595260954061684,11/7/15 6:26 PM,3.99,51579
295781593923441735,10/19/15 6:25 PM,4.99,74047
2669532865864109199,10/20/15 1:30 AM,9.99,35514
810106611399258723,10/24/15 4:44 AM,4.99,76485
4528026449507935067,10/25/15 1:04 AM,4.47016,74347
4339112600376025777,10/28/15 4:16 AM,9.99,75961
1652188625887443962,11/7/15 12:40 AM,17.99,35589
3082376448551033707,11/8/15 6:08 AM,1.99,1363
3324765998015311854,11/9/15 9:50 PM,9.99,35514
3041228112346392166,11/13/15 11:20 PM,59.99,76938
4031146214367744657,10/23/15 3:13 PM,29.99,76537
3896191619121957629,10/28/15 3:05 AM,0.99,74092
2251419678895174350,10/30/15 6:59 AM,1.48508,74635
1522657109951793797,10/30/15 5:24 PM,4.99,74475
3670501002491870565,11/5/15 2:19 PM,9.99,72268
4007421274008774117,11/7/15 1:43 AM,4.99,74475
3635098339519670097,11/8/15 3:02 AM,49.99,67036
3998481996594888531,11/9/15 5:41 AM,11.40529,28194
2568778150164337118,11/10/15 3:11 AM,2.99,73650
4486507630249665169,10/20/15 8:21 PM,7.99,44136
1285899250096684901,10/24/15 3:43 PM,19.99,40564
1011946453864170909,10/21/15 1:54 PM,1.99,76497
878115736845704522,10/23/15 11:21 PM,19.99,66108
1794188152059747449,10/27/15 8:16 PM,4.99,58981
877709400925692950,10/30/15 3:32 AM,9.99,75961
2553653909010592074,11/1/15 5:58 PM,65.99,76539
2388271814971183013,11/2/15 4:19 PM,59.99,76455
2955602557935030771,11/2/15 9:58 PM,9.99,35514
3598685429020356686,11/3/15 10:57 PM,12.99,75135
3645208638950056272,11/11/15 1:34 AM,3.41626,73123
4143421235394204166,10/18/15 6:14 PM,2.99,36330
2695863482507245400,11/4/15 4:01 PM,9.99,74475
2318161042745972489,11/7/15 8:48 AM,59.99,74637
334256174387464100,11/7/15 6:54 PM,3.99,36319
886069482905074928,11/9/15 8:16 AM,17.99,35589
2777691748434331889,11/11/15 1:50 AM,3.79669,59917
4124612588195715175,11/12/15 3:21 AM,15.20959,75960
1548510842957193082,11/14/15 12:29 AM,59.99,76938
4439622999960101018,11/14/15 8:20 PM,9.99,35514
89283730426477218,11/15/15 6:59 AM,9.99,37771
2272472515867874678,11/15/15 11:15 AM,4.99,74475
131814012557533243,10/20/15 12:47 AM,37.30604,35590
1700556843709162976,10/21/15 11:56 PM,4.47016,75982
3519908013804470833,10/28/15 11:55 PM,2.99,61044
1356835942988287543,10/29/15 8:00 PM,1.85821,73123
1300237948192558594,10/31/15 7:35 PM,9.99,74475
2919388555572387503,11/1/15 4:16 AM,0.99,15741
2003095639144572508,11/6/15 12:05 AM,2.99,76573
997007689156285314,11/6/15 8:02 PM,3.79669,69477
1836628602925426617,11/7/15 5:56 PM,9.99,35514
1208445913211423038,11/8/15 6:35 PM,0.75325,73287
3609459807318931394,11/8/15 4:43 PM,29.99,76389
4456432989780230689,11/14/15 3:48 PM,99.99,76876
130733347441298028,11/14/15 10:10 PM,9.99,35514
3415796420029898239,10/22/15 12:57 AM,7.99,69135
812844296240031945,10/26/15 12:02 AM,3.49,73123
1217189542127658247,10/26/15 5:38 PM,19.99,75960
1563864019558559720,10/25/15 6:48 AM,59.99,74992
2051052585421649245,10/30/15 11:30 PM,19.99,61885
3517295683568018172,10/31/15 8:36 AM,3,729
3287125630268363525,11/1/15 3:17 PM,49.99,35590
4492415389764260384,11/1/15 9:06 PM,2.99,69498
1514806133112321468,11/3/15 1:22 AM,4.95,57961
4281542173628900642,11/5/15 2:13 AM,1.99,75022
3863447353312021268,11/6/15 11:32 AM,64.93402,76876
3961039073181319600,11/13/15 5:00 PM,17.99,35589
2170778222152164411,11/16/15 1:25 AM,1.51411,74473
1512361670245510685,10/21/15 3:13 PM,1.67911,58438
3071762637277166965,10/22/15 10:09 AM,3,7564
2412808427110862386,10/22/15 6:44 PM,1.48508,75969
338961032655659783,10/26/15 6:59 PM,2.49,74088
493515065500115354,11/1/15 11:07 AM,1.99,26764
4199149938819669777,11/2/15 2:30 AM,9.99,35514
2017324896651932381,11/5/15 2:04 AM,1.99,76486
4239958464212171216,11/12/15 9:49 PM,19.99,74475
957185435293675088,11/12/15 11:29 PM,69.99,66459
1388590417373344062,11/14/15 1:32 PM,6.99,72976
4114191717162969268,11/14/15 11:00 PM,3.99,61963
2163707297199153708,10/19/15 11:41 PM,3.49,73123
4334696056884143124,10/26/15 1:25 AM,6.99,75078
2495295210829216942,10/28/15 7:32 AM,49.99,35590
3209732507223492366,10/30/15 7:30 AM,29.99,76389
2374377277012361879,11/2/15 5:38 PM,14.99,74994
663683679281384173,11/3/15 3:41 PM,59.99,73942
1532013255560575230,11/7/15 3:01 AM,4.99,76399
2163707297199153708,11/9/15 5:59 PM,3.49,73123
4395473791790264369,10/22/15 4:07 AM,4.99,72261
1157466909687403998,10/25/15 4:26 AM,4.99,9993
4312470214380796727,10/27/15 9:37 PM,49.99,35590
2781374247438354148,10/31/15 6:08 AM,9.99,63873
3653024195873770344,11/7/15 5:22 PM,1.99,56830
2413973158758383048,11/10/15 1:57 PM,3.49,73123
2949441095737886541,10/25/15 4:22 PM,4.99,40555
4561388042656855881,10/31/15 11:10 PM,17.99,35589
2372194049273577033,11/2/15 4:50 AM,17.99,35589
59311513729257303,11/2/15 7:36 PM,4.99,75963
2493268374726292602,11/2/15 7:03 PM,18.10847,56989
3223492251645017142,11/4/15 10:30 PM,68.99,69136
4104772819384958484,11/16/15 5:14 AM,19.99,75861
2232426431158658576,10/22/15 11:07 PM,0.36567,73123
3349275689771465835,10/26/15 11:42 PM,14.99,76392
2997751966255145038,10/27/15 11:24 PM,9.99,58978
180063868494336110,10/28/15 10:12 PM,4.99,75807
1391920614044875674,11/1/15 7:58 PM,24.99,64212
1751880431974641835,11/1/15 11:38 PM,2.27497,69204
1760735294931450389,11/5/15 3:50 AM,17.99,35589
3672339061456058314,11/6/15 10:44 PM,3.99,36030
3668375210914609645,10/25/15 3:14 AM,1.11194,73125
345106443968346304,10/29/15 3:38 AM,19.99,75960
922779785739174454,10/31/15 12:56 PM,1.99,26764
4017528222718490104,11/7/15 12:57 PM,19.99,72091
52595415264761700,11/8/15 12:00 AM,19.99,75960
1305537707961070078,11/10/15 11:47 PM,0.49,76926
1688006852948076105,11/11/15 8:23 PM,60.86119,76938
1692879690442302451,11/12/15 12:08 AM,3.49,73123
2697869401784701165,11/12/15 10:40 PM,9.99,35514
2322459452761198491,11/14/15 4:32 AM,49.99,67036
659048630533953306,10/22/15 9:51 PM,19.99,74475
338190885082362432,10/24/15 12:22 AM,14.99,20872
4198930121029662666,10/18/15 1:20 AM,59.99,72969
994355642707989926,10/27/15 11:21 AM,1.99,26766
236589122720224527,10/28/15 1:05 AM,1.99,67440
2171685017425052620,11/2/15 9:17 AM,59.99,76455
3487875605058528123,11/5/15 4:10 AM,14.99,69499
1724215152853847422,11/12/15 5:17 AM,1.51411,33349
3998942411168189674,11/15/15 2:38 PM,8.02906,74089
502912185069118312,10/25/15 8:25 PM,19.99,74475
2557175626209537123,10/21/15 10:29 PM,14.91794,62884
3781516227117075060,10/25/15 4:15 PM,14.99,69141
1477738993544662027,10/27/15 11:38 PM,9.99,75961
2469218376234056028,10/30/15 2:51 AM,11.18659,32136
4093691540877083088,10/31/15 3:58 AM,4.99,75028
3708428540507685420,11/3/15 6:15 PM,1.99,74337
1625768654283838283,11/10/15 5:04 PM,2.99,58657
2655345674731008201,11/12/15 7:03 AM,17.8726,74335
1889148294926163325,11/16/15 1:33 AM,2.99,62010
3599608822855303139,10/21/15 10:00 PM,3.99,33993
4050473253905464680,10/23/15 9:42 PM,1.99,26763
2060407273152498470,10/24/15 12:58 AM,19.99,68179
780411099870302232,10/28/15 10:54 PM,1.99,67440
1665743413579881700,11/1/15 2:42 AM,29.99,63867
3893152352281316111,11/1/15 3:25 PM,19.99,74475
2320025757264013258,11/1/15 11:34 PM,19.99,58978
3275850073596914507,11/3/15 5:03 AM,11.99,72606
448945105256562231,11/7/15 4:10 AM,24.99,49945
872239820699633128,11/8/15 6:20 PM,2.99,69799
2842968551851394460,11/11/15 2:30 PM,9.99,35514
4204450852131791323,11/13/15 11:03 PM,1.16668,45507
3574565642090237459,10/20/15 12:11 AM,29.84334,61111
2665811776280281294,10/24/15 3:00 AM,19.99,72261
1027696270539414502,10/25/15 7:25 PM,14.99,28194
4355848700093700316,10/18/15 1:41 AM,49.99,35590
4606944200788669404,10/22/15 11:34 PM,37.30604,35590
2845121124017577949,10/26/15 9:40 PM,19.99,75960
3687421540174854510,10/26/15 10:34 PM,9.99,75961
3389808212220917676,11/1/15 9:26 PM,4.99,58981
879434311665812500,11/5/15 5:00 AM,9.99,65049
2251329436382607784,11/7/15 5:29 AM,1.51411,74335
2357454506910058405,11/7/15 9:40 AM,59.99,76876
2492708924599175896,11/16/15 1:55 AM,9.99,74089
2891909222835947276,10/18/15 8:07 PM,17.99,35589
4592603904189208478,10/19/15 11:47 PM,59.99,74086
1571628765102467943,10/27/15 11:41 PM,9.99,72261
4134878541111553721,11/1/15 7:13 AM,7.49,74088
4134878541111553721,10/18/15 6:42 PM,4.99,74088
4437682454423272845,11/11/15 1:12 PM,9.0918,35589
3453324444153833520,11/13/15 2:07 AM,0.49,76920
1900926226572489689,11/13/15 8:26 PM,39.99,74089
2552343492207876486,11/14/15 12:05 AM,9.99,37771
3127239380961533072,10/18/15 12:21 AM,4.84329,74335
476367857920801286,10/22/15 6:13 PM,9.99,72261
2247628451658188678,10/23/15 12:28 AM,1.99,76497
3944416201603371725,10/25/15 10:47 PM,19.99,72261
129792920438560931,10/18/15 4:28 PM,52.23144,69490
30139493225589092,10/28/15 4:42 PM,4.95,57961
1055473945254870520,10/29/15 4:47 PM,59.99,74997
1041602693571078485,10/30/15 10:56 PM,1.99,67440
